time,step,price,size,side,kind
2026-09-12T18:45:46,574,989,6.18,buy,market
2026-09-12T18:45:46,574,989,15.33,buy,stop
2026-09-12T18:45:46,578,984,22.97,sell,market
2026-09-12T18:45:46,591,989,18.59,buy,market
2026-09-12T18:45:46,593,984,16.69,sell,market
2026-09-12T18:45:46,602,984,17.53,sell,market
2026-09-12T18:45:46,605,989,8.18,buy,market
2026-09-12T18:45:46,608,989,16.99,buy,market
2026-09-12T18:45:46,608,990,5.380000000000003,buy,market
2026-09-12T18:45:46,608,990,14.51,buy,stop
2026-09-12T18:45:46,608,990,22.97,buy,stop
2026-09-12T18:45:46,609,985,12.55,sell,market
2026-09-12T18:45:46,609,990,4.600000000000001,buy,stop
2026-09-12T18:45:46,609,991,7.949999999999999,buy,stop
2026-09-12T18:45:46,610,991,5.97,buy,market
2026-09-12T18:45:46,612,986,21.54,sell,market
2026-09-12T18:45:46,613,986,14.9,sell,market
2026-09-12T18:45:46,617,986,0.4900000000000002,sell,market
2026-09-12T18:45:46,617,985,3.51,sell,market
2026-09-12T18:45:46,618,985,9.92,sell,market
2026-09-12T18:45:46,618,984,5.529999999999999,sell,market
2026-09-12T18:45:46,621,989,13.48,buy,market
2026-09-12T18:45:46,624,984,15.19,sell,market
2026-09-12T18:45:46,631,989,9.45,buy,market
2026-09-12T18:45:46,633,984,12.12,sell,market
2026-09-12T18:45:46,636,989,22.22,buy,market
2026-09-12T18:45:46,637,989,3.360000000000003,buy,market
2026-09-12T18:45:46,637,990,8.269999999999998,buy,market
2026-09-12T18:45:46,640,990,15.21,buy,market
2026-09-12T18:45:46,642,990,15.41,buy,market
2026-09-12T18:45:46,643,985,13.83,sell,market
2026-09-12T18:45:46,644,985,21.010000000000005,sell,market
2026-09-12T18:45:46,644,984,4.279999999999994,sell,market
2026-09-12T18:45:46,652,984,3.9700000000000113,sell,market
2026-09-12T18:45:46,652,983,7.669999999999989,sell,market
2026-09-12T18:45:46,654,983,12.94,sell,market
2026-09-12T18:45:46,656,983,10.02,sell,market
2026-09-12T18:45:46,659,988,21.4,buy,market
2026-09-12T18:45:46,662,983,20.63,sell,market
2026-09-12T18:45:46,663,988,7.3,buy,market
2026-09-12T18:45:46,666,988,17.61,buy,market
2026-09-12T18:45:46,671,983,18.3,sell,market
2026-09-12T18:45:46,671,988,1.0999999999999979,buy,stop
2026-09-12T18:45:46,671,989,17.200000000000003,buy,stop
2026-09-12T18:45:46,671,989,5.649999999999999,buy,stop
2026-09-12T18:45:46,671,990,14.98,buy,stop
2026-09-12T18:45:46,674,990,8.53,buy,market
2026-09-12T18:45:46,676,985,10.04,sell,market
2026-09-12T18:45:46,676,990,10.04,buy,stop
2026-09-12T18:45:46,678,990,13.260000000000005,buy,market
2026-09-12T18:45:46,678,991,7.059999999999995,buy,market
2026-09-12T18:45:46,678,991,12.12,buy,stop
2026-09-12T18:45:46,678,991,12.94,buy,stop
2026-09-12T18:45:46,678,991,10.02,buy,stop
2026-09-12T18:45:46,685,991,25.47,buy,market
2026-09-12T18:45:46,687,986,18.55,sell,market
2026-09-12T18:45:46,689,986,10.71,sell,market
2026-09-12T18:45:46,689,985,5.079999999999998,sell,market
2026-09-12T18:45:46,690,990,7.39,buy,market
2026-09-12T18:45:46,690,985,7.39,sell,stop
2026-09-12T18:45:46,693,985,15.03,sell,market
2026-09-12T18:45:46,694,985,14.45,sell,market
2026-09-12T18:45:46,697,985,2.570000000000004,sell,market
2026-09-12T18:45:46,697,984,17.059999999999995,sell,market
2026-09-12T18:45:46,698,984,18.180000000000007,sell,market
2026-09-12T18:45:46,698,983,4.109999999999992,sell,market
2026-09-12T18:45:46,698,983,20.32,sell,stop
2026-09-12T18:45:46,707,983,13.45000000000001,sell,market
2026-09-12T18:45:46,707,982,0.29999999999999005,sell,market
2026-09-12T18:45:46,707,982,8.18,sell,stop
2026-09-12T18:45:46,707,982,5.97,sell,stop
2026-09-12T18:45:46,707,982,13.48,sell,stop
2026-09-12T18:45:46,707,982,4.7000000000000135,sell,stop
2026-09-12T18:45:46,707,981,4.749999999999986,sell,stop
2026-09-12T18:45:46,707,981,13.6,sell,stop
2026-09-12T18:45:46,707,981,14.340000000000012,sell,stop
2026-09-12T18:45:46,707,980,9.129999999999987,sell,stop
2026-09-12T18:45:46,707,980,17.48,sell,stop
2026-09-12T18:45:46,707,980,11.450000000000014,sell,stop
2026-09-12T18:45:46,707,979,9.059999999999988,sell,stop
2026-09-12T18:45:46,707,979,20.11,sell,stop
2026-09-12T18:45:46,707,979,18.59,sell,stop
2026-09-12T18:45:46,707,979,7.4600000000000115,sell,stop
2026-09-12T18:45:46,707,978,14.90999999999999,sell,stop
2026-09-12T18:45:46,707,978,18.71,sell,stop
2026-09-12T18:45:46,707,978,13.680000000000007,sell,stop
2026-09-12T18:45:46,707,977,0.9299999999999926,sell,stop
2026-09-12T18:45:46,707,977,22.22,sell,stop
2026-09-12T18:45:46,707,977,11.63,sell,stop
2026-09-12T18:45:46,707,977,0.6700000000000106,sell,stop
2026-09-12T18:45:46,707,976,14.53999999999999,sell,stop
2026-09-12T18:45:46,707,976,14.85000000000001,sell,stop
2026-09-12T18:45:46,707,975,0.5599999999999898,sell,stop
2026-09-12T18:45:46,707,975,21.4,sell,stop
2026-09-12T18:45:46,707,975,0.8900000000000148,sell,stop
2026-09-12T18:45:46,707,974,6.409999999999985,sell,stop
2026-09-12T18:45:46,707,974,17.61,sell,stop
2026-09-12T18:45:46,707,974,8.53,sell,stop
2026-09-12T18:45:46,707,974,2.080000000000018,sell,stop
2026-09-12T18:45:46,707,973,16.46,sell,stop
2026-09-12T18:45:46,707,972,6.929999999999978,sell,stop
2026-09-12T18:45:46,715,972,17.39,sell,market
2026-09-12T18:45:46,716,977,17.1,buy,market
2026-09-12T18:45:46,716,972,17.1,sell,stop
2026-09-12T18:45:46,718,972,7.619999999999997,sell,market
2026-09-12T18:45:46,718,971,4.160000000000002,sell,market
2026-09-12T18:45:46,719,971,11.81,sell,market
2026-09-12T18:45:46,719,976,11.81,buy,stop
2026-09-12T18:45:46,722,971,16.46,sell,market
2026-09-12T18:45:46,723,976,13.9,buy,market
2026-09-12T18:45:46,726,971,5.009999999999991,sell,market
2026-09-12T18:45:46,726,970,4.830000000000009,sell,market
2026-09-12T18:45:46,726,970,13.9,sell,stop
2026-09-12T18:45:46,728,970,12.93,sell,market
2026-09-12T18:45:46,731,970,10.5,sell,market
2026-09-12T18:45:46,736,975,11.96,buy,market
2026-09-12T18:45:46,738,970,12.74,sell,market
2026-09-12T18:45:46,739,970,16.88,sell,market
2026-09-12T18:45:46,740,970,20.06,sell,market
2026-09-12T18:45:46,741,970,2.1700000000000017,sell,market
2026-09-12T18:45:46,741,969,10.009999999999998,sell,market
2026-09-12T18:45:46,741,969,11.96,sell,stop
2026-09-12T18:45:46,742,969,10.92,sell,market
2026-09-12T18:45:46,743,974,19.46,buy,market
